CustomerID,Age,Tenure,MonthlyCharge,TotalCharge,Contract,InternetService,Churn
CUST_0117,62,14,36.63316077431422,517.129209029596,Month-to-month,Fiber optic,0
CUST_0118,35,59,81.73517574129741,4818.98491570445,Month-to-month,No,0
CUST_0119,64,56,72.30847245817847,4033.3484468145584,Month-to-month,No,0
CUST_0120,70,7,87.00960346109417,601.4917271152664,Month-to-month,Fiber optic,1
CUST_0121,41,3,112.96058774219892,334.189029179049,One year,Fiber optic,0
CUST_0122,43,23,73.22602133390401,1677.221152846776,Month-to-month,No,0
CUST_0123,42,18,78.09320532627977,1406.273225556172,Two year,Fiber optic,0
CUST_0124,77,38,28.962633915494212,1097.1612114270672,One year,Fiber optic,0
CUST_0125,77,15,91.76357859086295,1378.1748925862987,One year,No,0
CUST_0126,77,64,59.99052068041562,3851.419596557076,One year,Fiber optic,0
CUST_0127,62,28,117.67252386625789,3290.7660460429274,Two year,Fiber optic,0
CUST_0128,58,39,102.31740155956602,3976.5499910505328,Month-to-month,No,1
CUST_0129,46,57,72.24810405161183,4111.124854960625,Two year,No,0
CUST_0130,32,17,32.322265417216606,555.314396792415,One year,Fiber optic,0
CUST_0131,62,44,105.94157932805892,4668.208928284119,One year,DSL,0
CUST_0132,18,25,99.97810954240217,2503.5135905302163,One year,Fiber optic,1
CUST_0133,42,17,38.4585129537033,666.8020932718363,Month-to-month,DSL,0
CUST_0134,24,13,49.527828922031006,641.9981452876332,Month-to-month,Fiber optic,1
CUST_0135,26,25,99.34072581478372,2504.0398068496866,One year,DSL,0
CUST_0136,41,68,38.522844654740965,2627.735307883445,Month-to-month,No,0
CUST_0137,18,10,111.77524891713773,1092.5176144692987,One year,DSL,1
CUST_0138,61,67,62.45274251963619,4202.34033511526,Month-to-month,DSL,0
CUST_0139,25,18,28.703896258765866,509.0002665564284,Month-to-month,Fiber optic,0
CUST_0140,41,34,101.57486435042809,3443.2043760199854,Month-to-month,Fiber optic,1
CUST_0141,28,8,57.35096830383876,464.045457529039,Month-to-month,DSL,0
CUST_0142,68,40,72.6499194153781,2888.6149718917586,One year,Fiber optic,0
CUST_0143,34,42,31.230434441121915,1304.7235542139042,Month-to-month,Fiber optic,0
CUST_0144,25,41,20.25840148449824,846.1654462706699,Two year,DSL,0
CUST_0145,52,6,83.79852057932976,508.3532992659536,One year,DSL,0
CUST_0146,52,52,71.51751703337317,3727.033283544797,Month-to-month,No,0
CUST_0147,50,26,79.35385691231471,2056.6311737152078,One year,Fiber optic,0
CUST_0148,76,64,99.37438503805163,6344.576942445623,Two year,DSL,0
CUST_0149,22,59,84.66059134228601,5002.043063488012,One year,No,1
CUST_0150,59,56,37.47734428273772,2108.033841395732,Month-to-month,No,0
CUST_0151,56,59,56.07725191105998,3317.40779661335,Two year,Fiber optic,0
CUST_0152,75,70,110.58911047877604,7743.328425815502,One year,Fiber optic,0
CUST_0153,58,33,96.9944700251679,3191.14682839582,Month-to-month,No,0
CUST_0154,45,53,75.66370579367172,4034.554102945199,Month-to-month,No,0
CUST_0155,24,22,45.56449978092723,1007.2168696102408,One year,Fiber optic,0
CUST_0156,26,21,50.206050183479505,1052.588187437178,Month-to-month,Fiber optic,1
CUST_0157,25,70,93.19580675856345,6522.011980724608,Two year,Fiber optic,0
CUST_0158,29,70,105.11742608527709,7359.715800750131,Month-to-month,Fiber optic,1
CUST_0159,51,4,87.14246695306144,359.2659504338256,Two year,DSL,1
CUST_0160,50,62,100.95299757684418,6260.982130997394,One year,Fiber optic,0
CUST_0161,65,62,96.6656135200406,6001.853169776992,Month-to-month,No,0
CUST_0162,72,24,34.97039679569578,840.8034999756308,Month-to-month,Fiber optic,1
CUST_0163,40,55,62.3944812913302,3430.5729321084573,One year,Fiber optic,0
CUST_0164,79,9,35.29838008285627,324.09792467899035,One year,Fiber optic,0
CUST_0165,41,3,43.52355848019848,136.6035357773334,One year,DSL,0
CUST_0166,54,31,106.92596246510526,3313.0084952273114,Month-to-month,Fiber optic,0
CUST_0167,52,40,67.28919656331821,2684.075792955586,Month-to-month,Fiber optic,0
CUST_0168,61,36,73.53581018426608,2650.7064557809836,Month-to-month,DSL,1
CUST_0169,57,24,37.84459652277721,909.053803236279,One year,DSL,0
CUST_0170,39,6,51.2271786048796,301.81435450157,Month-to-month,No,1
CUST_0171,44,66,43.024616842787,2831.200706798574,Month-to-month,DSL,0
CUST_0172,52,4,40.61861645184264,166.57922424631514,One year,DSL,0
CUST_0173,18,6,83.79607933159701,508.277426559859,Two year,No,0
CUST_0174,52,51,45.68838476457148,2326.507301846597,Month-to-month,Fiber optic,1
CUST_0175,54,62,83.20154860204184,5152.696642967465,Month-to-month,Fiber optic,1
CUST_0176,64,57,25.845461410855393,1464.8887485283856,One year,No,0
CUST_0177,31,66,34.17743935271019,2259.533546670322,One year,DSL,0
CUST_0178,20,8,47.45402540001254,371.59243246369294,Month-to-month,Fiber optic,1
CUST_0179,18,26,79.70469168956916,2094.7333296190054,Two year,Fiber optic,0
CUST_0180,22,51,87.5841245087376,4462.687535585908,Two year,No,0
CUST_0181,43,45,64.27169667795272,2867.974207729146,Month-to-month,Fiber optic,0
CUST_0182,72,44,64.5790914577229,2841.1783074735163,Month-to-month,Fiber optic,1
CUST_0183,31,5,92.45168513986181,461.528090901121,One year,Fiber optic,1
CUST_0184,56,70,21.582109176558244,1521.864828034319,One year,Fiber optic,0
CUST_0185,44,26,54.10900244742206,1409.7153260002506,Month-to-month,Fiber optic,1
CUST_0186,26,68,101.87070571192328,6918.869636576384,One year,Fiber optic,0
CUST_0187,32,19,80.32194102133722,1523.2529606704395,One year,Fiber optic,0
CUST_0188,32,20,53.722713275542034,1077.7284632273506,Month-to-month,Fiber optic,0
CUST_0189,43,12,110.55247923296739,1304.9826082925047,One year,Fiber optic,0
CUST_0190,59,47,97.26227274493826,4584.713036356003,Two year,Fiber optic,0
CUST_0191,77,1,46.48954472367334,38.17784586562669,Month-to-month,No,0
CUST_0192,30,14,84.52898375257169,1197.5762107454798,Month-to-month,Fiber optic,1
CUST_0193,68,64,79.57507281889568,5096.729311820589,Month-to-month,No,1
CUST_0194,49,38,60.11879140389827,2290.810014712074,Two year,No,0
CUST_0195,56,37,56.695607920480064,2109.2317274177753,Two year,Fiber optic,0
CUST_0196,66,11,54.35604747757039,603.6478427801993,Month-to-month,Fiber optic,0
CUST_0197,69,3,81.71557833956467,251.87559718186853,One year,No,1
CUST_0198,78,33,64.24099364806695,2118.3086259815955,One year,Fiber optic,0
CUST_0199,49,6,103.1863113251422,622.8395547655741,One year,No,1
CUST_0200,21,50,86.96026161339618,4342.138102520092,Month-to-month,Fiber optic,1
CUST_0201,47,10,26.993160570943413,266.49749471355443,Month-to-month,Fiber optic,1
CUST_0202,54,5,84.01682238281661,439.73106239377216,Month-to-month,DSL,1
CUST_0203,40,23,47.11474365001848,1075.557168099921,One year,Fiber optic,0
CUST_0204,56,10,79.28119916534227,794.3551629197856,Month-to-month,No,0
CUST_0205,62,44,88.01319311034514,3873.715187222341,Two year,Fiber optic,0
CUST_0206,32,2,43.08291891540121,83.05829311299442,Month-to-month,Fiber optic,0
CUST_0207,60,13,65.68586448803686,859.0602477101835,Month-to-month,No,0
CUST_0208,46,40,39.032486281906785,1567.1966722036852,One year,Fiber optic,0
CUST_0209,53,2,25.23388757865083,41.20958332582587,One year,Fiber optic,0
CUST_0210,30,65,57.84764234858691,3761.1103197736143,Month-to-month,Fiber optic,1
CUST_0211,49,63,56.2944271845992,3535.7252392420264,Month-to-month,Fiber optic,0
CUST_0212,24,17,119.5480490704257,2040.2023203804101,Two year,DSL,0
CUST_0213,76,9,64.63523511976422,583.4819891815042,Month-to-month,Fiber optic,1
CUST_0214,68,15,53.35695494722004,801.1776230754714,Month-to-month,Fiber optic,0
CUST_0215,39,24,78.04750067166746,1879.730329608743,Two year,Fiber optic,0
CUST_0216,45,38,28.876739410776846,1094.560994704836,Month-to-month,Fiber optic,0
CUST_0217,19,35,116.16657359548132,4074.9702954340282,Month-to-month,Fiber optic,0
CUST_0218,59,49,83.49600455910331,4081.819774668501,Month-to-month,DSL,0
CUST_0219,62,69,95.48378199408478,6602.499722780794,Month-to-month,Fiber optic,0
CUST_0220,79,62,37.04779381739175,2291.45410485274,Month-to-month,DSL,0
CUST_0221,74,60,60.94778530052039,3639.9053273542672,Month-to-month,Fiber optic,1
CUST_0222,70,50,62.26891133961895,3110.1602178963203,Month-to-month,No,0
CUST_0223,23,9,102.18064439010868,915.206117538436,Month-to-month,Fiber optic,1
CUST_0224,45,34,20.123667975940943,680.8439713204916,One year,Fiber optic,0
CUST_0225,45,35,50.08531083532551,1755.3023593912326,Month-to-month,DSL,0
CUST_0226,61,1,118.12363743443039,129.1020610433131,Month-to-month,DSL,1
CUST_0227,61,40,67.48865435062186,2697.6291148859027,Two year,Fiber optic,0
CUST_0228,37,64,58.25262802440083,3721.252017863464,One year,DSL,0
CUST_0229,47,22,31.982900201764636,692.3583363159839,Month-to-month,Fiber optic,1
CUST_0230,79,60,117.41646286280155,7040.305943855003,Two year,DSL,0
CUST_0231,28,64,22.002635592582447,1389.290429532773,Month-to-month,No,0
CUST_0232,75,11,93.71802250072432,1023.6469165728038,Month-to-month,Fiber optic,0
CUST_0233,72,14,96.85998047885084,1368.4802656625336,One year,DSL,0
CUST_0234,45,60,44.36567160638666,2653.706704337416,One year,No,0
CUST_0235,42,30,87.15584436130374,2620.9624894471153,Month-to-month,Fiber optic,0
CUST_0236,56,35,29.292914437938993,1012.9871844297799,Month-to-month,DSL,0
CUST_0237,79,37,45.70472664320799,1708.7858447918013,One year,Fiber optic,0
CUST_0238,50,5,98.7901988292265,512.3270614767796,Month-to-month,Fiber optic,1
CUST_0239,18,26,106.46861920335402,2774.0943148528036,Two year,Fiber optic,0
CUST_0240,74,62,80.84864126597913,5032.5282845071415,Month-to-month,DSL,0
CUST_0241,44,4,70.68384318204826,286.2933024774697,Two year,Fiber optic,0
CUST_0242,79,42,35.93040206189803,1516.7620577412129,One year,DSL,0
CUST_0243,74,18,26.310903307915016,486.21559830978566,Two year,DSL,0
CUST_0244,69,40,31.764902847355863,1272.393298425219,One year,No,0
CUST_0245,30,39,42.73573000960988,1651.1696957589347,One year,Fiber optic,0
CUST_0246,58,14,54.16745018969208,766.2339362080331,Month-to-month,Fiber optic,0
CUST_0247,20,32,58.090952551098724,1854.1918856908246,Month-to-month,Fiber optic,0
CUST_0248,56,51,54.63217685890035,2782.265721594363,Month-to-month,DSL,0
CUST_0249,23,38,43.905533219726564,1671.3892115143963,Two year,No,0
CUST_0250,25,23,70.9724246751698,1638.0285763260792,Two year,DSL,0
CUST_0251,44,63,102.52861082328968,6460.803828207312,Month-to-month,DSL,0
CUST_0252,26,15,47.97035384714792,725.9126030687919,Month-to-month,Fiber optic,0
CUST_0253,79,25,114.23870191022331,2848.898976414981,Month-to-month,Fiber optic,0
CUST_0254,54,17,107.33366617238478,1824.2452869833085,One year,Fiber optic,1
CUST_0255,50,66,36.17642113521096,2396.134649428432,Month-to-month,DSL,0
CUST_0256,68,53,98.62759567570944,5244.990482576968,One year,Fiber optic,0
CUST_0257,59,51,77.45873823177666,3971.660005710342,Two year,Fiber optic,0
CUST_0258,61,39,76.65753621714185,2993.9736792958092,Month-to-month,DSL,0
CUST_0259,41,51,59.10427630581744,3022.7181898641456,Month-to-month,No,1
CUST_0260,32,70,70.11529991820098,4927.886785922221,Month-to-month,DSL,0
CUST_0261,76,6,59.717877742921104,351.5989060901917,Month-to-month,Fiber optic,1
CUST_0262,71,67,73.97326187599428,4962.505544218742,Month-to-month,Fiber optic,0
CUST_0263,49,7,82.79500527726358,587.2484664357065,Month-to-month,DSL,0
CUST_0264,49,51,87.43038064090484,4473.428027046914,Two year,Fiber optic,0
CUST_0265,41,42,73.24811925594261,3065.0495949442275,Month-to-month,No,0
CUST_0266,58,64,92.14220673287318,5887.707173065878,Month-to-month,DSL,1
CUST_0267,69,15,34.12780492755058,512.1308960243057,Two year,No,0
CUST_0268,66,29,41.198249090223854,1198.526500239708,One year,Fiber optic,0
CUST_0269,79,33,101.87350040742702,3373.0541529824295,Month-to-month,DSL,0
CUST_0270,66,27,52.252797784641515,1416.0009779434436,One year,Fiber optic,0
CUST_0271,75,36,22.289382497612024,800.9036376129301,Month-to-month,Fiber optic,1
CUST_0272,69,29,35.37911496680311,1030.1589484848516,One year,Fiber optic,0
CUST_0273,29,38,42.361443449631125,1612.7452958487272,One year,Fiber optic,0
CUST_0274,79,57,115.73228878945872,6614.190625299025,One year,No,0
CUST_0275,56,27,77.30414289308493,2088.8684475489786,Month-to-month,No,0
CUST_0276,19,55,113.27307404762549,6226.1882384838755,Two year,Fiber optic,0
CUST_0277,20,33,77.5163350496625,2562.5351469395805,Month-to-month,Fiber optic,0
CUST_0278,66,68,67.93544401378517,4621.595046130777,Month-to-month,Fiber optic,0
CUST_0279,54,66,51.372769119409604,3374.892828324287,Month-to-month,Fiber optic,0
CUST_0280,66,10,80.63709444333756,806.2144238171539,Month-to-month,DSL,0
CUST_0281,73,5,33.91980246175298,168.59162985470482,Month-to-month,Fiber optic,0
CUST_0282,34,38,109.82616272927059,4167.95546505449,Two year,Fiber optic,0
CUST_0283,76,13,102.93324051412837,1348.4879595598984,Two year,DSL,1
CUST_0284,66,31,51.753144787673705,1596.490692451765,Month-to-month,DSL,0
CUST_0285,19,47,115.27975276012943,5422.704565921329,Month-to-month,Fiber optic,0
CUST_0286,19,52,102.5200767415568,5329.565420562516,Month-to-month,Fiber optic,0
CUST_0287,45,56,86.63068858350397,4852.395510732689,Month-to-month,Fiber optic,1
CUST_0288,71,15,32.176191112527476,486.7607295983708,Month-to-month,Fiber optic,0
CUST_0289,40,29,67.82340230480722,1953.8029230004993,Two year,Fiber optic,0
CUST_0290,54,8,70.61075548467508,566.8026527947485,Month-to-month,Fiber optic,0
CUST_0291,49,5,43.25513583653801,239.16515407982212,Month-to-month,DSL,0
CUST_0292,50,29,27.996539435930195,796.3320101831885,Month-to-month,DSL,0
CUST_0293,18,47,97.67236304716927,4590.0249835798,Two year,Fiber optic,0
CUST_0294,36,68,32.2035052124395,2201.0707476941243,One year,Fiber optic,0
CUST_0295,79,45,79.42907505617748,3577.3245700075227,Two year,DSL,0
CUST_0296,19,2,113.64491738836605,234.16950429789244,One year,Fiber optic,0
CUST_0297,70,27,107.61051925980425,2881.7273599037885,Month-to-month,DSL,1
CUST_0298,61,36,47.775262374926115,1725.8919392436396,Month-to-month,Fiber optic,1
CUST_0299,43,36,105.14486375512654,3777.598213122219,One year,Fiber optic,1
CUST_0300,49,26,20.033250612048942,523.963288759104,Month-to-month,Fiber optic,1
CUST_0301,23,43,21.76878096132572,935.7632340279112,One year,No,0
CUST_0302,49,27,80.25531638428649,2189.6768726673517,Month-to-month,DSL,0
CUST_0303,72,69,56.47982191445295,3902.5746653349124,Month-to-month,No,0
CUST_0304,21,20,58.64608411591471,1171.7954440256663,One year,Fiber optic,0
CUST_0305,72,11,76.44410906788825,825.7882721542352,One year,Fiber optic,0
CUST_0306,28,38,39.17824555918606,1489.9848002675692,One year,Fiber optic,0
CUST_0307,73,6,41.17553506654784,255.28549918275525,Month-to-month,Fiber optic,0
CUST_0308,76,23,68.46015870188647,1573.7781312251966,One year,Fiber optic,0
CUST_0309,34,47,95.4253544343863,4479.935094816782,Month-to-month,Fiber optic,1
CUST_0310,55,46,81.94977514075876,3763.96378983644,Month-to-month,DSL,0
CUST_0311,41,12,49.73550482368389,602.1774722387598,Month-to-month,DSL,1
CUST_0312,22,13,63.03371775089212,827.0322101546892,Month-to-month,Fiber optic,1
CUST_0313,69,62,37.06647585499984,2311.733604163201,Month-to-month,Fiber optic,0
CUST_0314,51,60,27.462981433708173,1637.8288870903866,Month-to-month,Fiber optic,0
CUST_0315,23,43,98.26960407441493,4230.852750784018,Month-to-month,DSL,1
CUST_0316,39,68,46.53874091881946,3163.4173429355446,Month-to-month,Fiber optic,1
CUST_0317,28,5,37.77663878512482,187.96085187929128,Month-to-month,No,0
CUST_0318,65,37,89.16180555693194,3303.0050641468215,Month-to-month,No,1
CUST_0319,33,31,81.80516742871859,2540.036752826526,Month-to-month,Fiber optic,1
CUST_0320,50,9,83.31896260134641,755.1583444700334,One year,Fiber optic,0
CUST_0321,26,51,42.88946048466136,2176.787772795771,Month-to-month,No,1
CUST_0322,77,29,43.2645538562681,1247.1739477601104,Month-to-month,Fiber optic,0
CUST_0323,76,40,42.080262978563916,1698.0692018977336,Month-to-month,Fiber optic,0
CUST_0324,23,41,37.37525956622945,1530.1799175405993,One year,No,0
CUST_0325,33,11,85.57236725616563,944.356183798001,Two year,Fiber optic,0
CUST_0326,46,23,104.80158852494014,2420.983199194055,One year,Fiber optic,0
CUST_0327,20,1,92.43174696766613,97.06617769127432,One year,DSL,0
CUST_0328,37,46,99.20936337605433,4569.09594160822,Month-to-month,DSL,0
CUST_0329,77,21,60.479842908519984,1279.0224778713573,One year,No,0
CUST_0330,76,36,85.40757953719981,3053.506225730223,One year,Fiber optic,0
CUST_0331,53,54,55.42362404447745,2987.976196850177,Month-to-month,Fiber optic,0
CUST_0332,36,57,72.550462196864,4140.0624031862435,Month-to-month,DSL,0
CUST_0333,43,1,68.16348465348624,82.0399277240628,Month-to-month,Fiber optic,0
CUST_0334,20,63,37.68871451438544,2375.0499700028404,Two year,Fiber optic,0
CUST_0335,36,54,58.70787603356308,3161.7781411948454,One year,DSL,0
CUST_0336,37,55,116.3822275482351,6392.841654656825,One year,No,0
CUST_0337,49,40,44.85802577149421,1803.1596428942994,Month-to-month,DSL,1
CUST_0338,24,15,33.38037362794887,498.5278685953142,Month-to-month,Fiber optic,1
CUST_0339,69,21,61.85806216239353,1298.9473049523608,Month-to-month,Fiber optic,0
CUST_0340,58,47,99.03377358601482,4660.737660480419,Month-to-month,DSL,0
CUST_0341,50,53,78.21482297799723,4116.370381006917,Two year,No,0
CUST_0342,57,9,88.09748272382446,812.8810196295009,One year,Fiber optic,1
CUST_0343,56,52,38.969484817467716,2019.1024721578108,Month-to-month,Fiber optic,0
CUST_0344,35,57,81.89481930077216,4670.424063838748,Two year,DSL,0
CUST_0345,57,26,52.35003949114738,1344.054056634869,Month-to-month,DSL,1
CUST_0346,18,41,103.43033659547675,4236.418389310496,Two year,DSL,0
CUST_0347,28,35,82.92988060107362,2914.9927015012277,Month-to-month,Fiber optic,0
CUST_0348,45,63,39.88562777752959,2493.6328781877055,Month-to-month,Fiber optic,0
CUST_0349,74,25,26.461667984408614,672.8037004821067,Month-to-month,No,0
